Index,Label
115,bearing_source_train_normal_0116_pro_A_vel_12_loc_A
116,bearing_source_train_normal_0117_pro_A_vel_12_loc_A
117,bearing_source_train_normal_0118_pro_A_vel_12_loc_A
118,bearing_source_train_normal_0119_pro_A_vel_12_loc_A
119,bearing_source_train_normal_0120_pro_A_vel_12_loc_A
120,bearing_source_train_normal_0121_pro_A_vel_12_loc_A
121,bearing_source_train_normal_0122_pro_A_vel_12_loc_A
122,bearing_source_train_normal_0123_pro_A_vel_12_loc_A
123,bearing_source_train_normal_0124_pro_A_vel_4_loc_B
124,bearing_source_train_normal_0125_pro_A_vel_4_loc_B
125,bearing_source_train_normal_0126_pro_A_vel_4_loc_B
126,bearing_source_train_normal_0127_pro_A_vel_4_loc_B
127,bearing_source_train_normal_0128_pro_A_vel_4_loc_B
128,bearing_source_train_normal_0129_pro_A_vel_4_loc_B
129,bearing_source_train_normal_0130_pro_A_vel_4_loc_B
130,bearing_source_train_normal_0131_pro_A_vel_4_loc_B
131,bearing_source_train_normal_0132_pro_A_vel_4_loc_B
132,bearing_source_train_normal_0133_pro_A_vel_4_loc_B
133,bearing_source_train_normal_0134_pro_A_vel_4_loc_B
134,bearing_source_train_normal_0135_pro_A_vel_4_loc_B
135,bearing_source_train_normal_0136_pro_A_vel_4_loc_B
136,bearing_source_train_normal_0137_pro_A_vel_4_loc_B
137,bearing_source_train_normal_0138_pro_A_vel_4_loc_B
138,bearing_source_train_normal_0139_pro_A_vel_4_loc_B
139,bearing_source_train_normal_0140_pro_A_vel_4_loc_B
140,bearing_source_train_normal_0141_pro_A_vel_4_loc_B
141,bearing_source_train_normal_0142_pro_A_vel_4_loc_B
142,bearing_source_train_normal_0143_pro_A_vel_4_loc_B
143,bearing_source_train_normal_0144_pro_A_vel_4_loc_B
144,bearing_source_train_normal_0145_pro_A_vel_4_loc_B
145,bearing_source_train_normal_0146_pro_A_vel_4_loc_B
146,bearing_source_train_normal_0147_pro_A_vel_4_loc_B
147,bearing_source_train_normal_0148_pro_A_vel_4_loc_B
148,bearing_source_train_normal_0149_pro_A_vel_4_loc_B
149,bearing_source_train_normal_0150_pro_A_vel_4_loc_B
150,bearing_source_train_normal_0151_pro_A_vel_4_loc_B
151,bearing_source_train_normal_0152_pro_A_vel_4_loc_B
152,bearing_source_train_normal_0153_pro_A_vel_4_loc_B
153,bearing_source_train_normal_0154_pro_A_vel_4_loc_B
154,bearing_source_train_normal_0155_pro_A_vel_4_loc_B
155,bearing_source_train_normal_0156_pro_A_vel_4_loc_B
156,bearing_source_train_normal_0157_pro_A_vel_4_loc_B
157,bearing_source_train_normal_0158_pro_A_vel_4_loc_B
158,bearing_source_train_normal_0159_pro_A_vel_4_loc_B
159,bearing_source_train_normal_0160_pro_A_vel_4_loc_B
160,bearing_source_train_normal_0161_pro_A_vel_4_loc_B
161,bearing_source_train_normal_0162_pro_A_vel_4_loc_B
162,bearing_source_train_normal_0163_pro_A_vel_4_loc_B
163,bearing_source_train_normal_0164_pro_A_vel_4_loc_B
164,bearing_source_train_normal_0165_pro_A_vel_4_loc_B
165,bearing_source_train_normal_0166_pro_A_vel_4_loc_B
166,bearing_source_train_normal_0167_pro_A_vel_4_loc_B
167,bearing_source_train_normal_0168_pro_A_vel_4_loc_B
168,bearing_source_train_normal_0169_pro_A_vel_4_loc_B
169,bearing_source_train_normal_0170_pro_A_vel_4_loc_B
170,bearing_source_train_normal_0171_pro_A_vel_4_loc_B
171,bearing_source_train_normal_0172_pro_A_vel_4_loc_B
172,bearing_source_train_normal_0173_pro_A_vel_4_loc_B
173,bearing_source_train_normal_0174_pro_A_vel_4_loc_B
174,bearing_source_train_normal_0175_pro_A_vel_4_loc_B
175,bearing_source_train_normal_0176_pro_A_vel_4_loc_B
176,bearing_source_train_normal_0177_pro_A_vel_4_loc_B
177,bearing_source_train_normal_0178_pro_A_vel_4_loc_B
178,bearing_source_train_normal_0179_pro_A_vel_4_loc_B
179,bearing_source_train_normal_0180_pro_A_vel_4_loc_B
180,bearing_source_train_normal_0181_pro_A_vel_4_loc_B
181,bearing_source_train_normal_0182_pro_A_vel_4_loc_B
182,bearing_source_train_normal_0183_pro_A_vel_4_loc_B
183,bearing_source_train_normal_0184_pro_A_vel_4_loc_B
184,bearing_source_train_normal_0185_pro_A_vel_4_loc_B
185,bearing_source_train_normal_0186_pro_A_vel_12_loc_B
186,bearing_source_train_normal_0187_pro_A_vel_12_loc_B
187,bearing_source_train_normal_0188_pro_A_vel_12_loc_B
188,bearing_source_train_normal_0189_pro_A_vel_12_loc_B
189,bearing_source_train_normal_0190_pro_A_vel_12_loc_B
190,bearing_source_train_normal_0191_pro_A_vel_12_loc_B
191,bearing_source_train_normal_0192_pro_A_vel_12_loc_B
192,bearing_source_train_normal_0193_pro_A_vel_12_loc_B
193,bearing_source_train_normal_0194_pro_A_vel_12_loc_B
194,bearing_source_train_normal_0195_pro_A_vel_12_loc_B
195,bearing_source_train_normal_0196_pro_A_vel_12_loc_B
196,bearing_source_train_normal_0197_pro_A_vel_12_loc_B
197,bearing_source_train_normal_0198_pro_A_vel_12_loc_B
198,bearing_source_train_normal_0199_pro_A_vel_12_loc_B
199,bearing_source_train_normal_0200_pro_A_vel_12_loc_B
200,bearing_source_train_normal_0201_pro_A_vel_12_loc_B
201,bearing_source_train_normal_0202_pro_A_vel_12_loc_B
202,bearing_source_train_normal_0203_pro_A_vel_12_loc_B
203,bearing_source_train_normal_0204_pro_A_vel_12_loc_B
204,bearing_source_train_normal_0205_pro_A_vel_12_loc_B
205,bearing_source_train_normal_0206_pro_A_vel_12_loc_B
206,bearing_source_train_normal_0207_pro_A_vel_12_loc_B
207,bearing_source_train_normal_0208_pro_A_vel_12_loc_B
208,bearing_source_train_normal_0209_pro_A_vel_12_loc_B
209,bearing_source_train_normal_0210_pro_A_vel_12_loc_B
210,bearing_source_train_normal_0211_pro_A_vel_12_loc_B
211,bearing_source_train_normal_0212_pro_A_vel_12_loc_B
212,bearing_source_train_normal_0213_pro_A_vel_12_loc_B
213,bearing_source_train_normal_0214_pro_A_vel_12_loc_B
214,bearing_source_train_normal_0215_pro_A_vel_12_loc_B
215,bearing_source_train_normal_0216_pro_A_vel_12_loc_B
216,bearing_source_train_normal_0217_pro_A_vel_12_loc_B
217,bearing_source_train_normal_0218_pro_A_vel_12_loc_B
218,bearing_source_train_normal_0219_pro_A_vel_12_loc_B
219,bearing_source_train_normal_0220_pro_A_vel_12_loc_B
220,bearing_source_train_normal_0221_pro_A_vel_12_loc_B
221,bearing_source_train_normal_0222_pro_A_vel_12_loc_B
222,bearing_source_train_normal_0223_pro_A_vel_12_loc_B
223,bearing_source_train_normal_0224_pro_A_vel_12_loc_B
224,bearing_source_train_normal_0225_pro_A_vel_12_loc_B
225,bearing_source_train_normal_0226_pro_A_vel_12_loc_B
226,bearing_source_train_normal_0227_pro_A_vel_12_loc_B
227,bearing_source_train_normal_0228_pro_A_vel_12_loc_B
228,bearing_source_train_normal_0229_pro_A_vel_12_loc_B
229,bearing_source_train_normal_0230_pro_A_vel_12_loc_B
230,bearing_source_train_normal_0231_pro_A_vel_12_loc_B
231,bearing_source_train_normal_0232_pro_A_vel_12_loc_B
232,bearing_source_train_normal_0233_pro_A_vel_12_loc_B
233,bearing_source_train_normal_0234_pro_A_vel_12_loc_B
234,bearing_source_train_normal_0235_pro_A_vel_12_loc_B
235,bearing_source_train_normal_0236_pro_A_vel_12_loc_B
236,bearing_source_train_normal_0237_pro_A_vel_12_loc_B
237,bearing_source_train_normal_0238_pro_A_vel_12_loc_B
238,bearing_source_train_normal_0239_pro_A_vel_12_loc_B
239,bearing_source_train_normal_0240_pro_A_vel_12_loc_B
240,bearing_source_train_normal_0241_pro_A_vel_12_loc_B
241,bearing_source_train_normal_0242_pro_A_vel_12_loc_B
242,bearing_source_train_normal_0243_pro_A_vel_12_loc_B
243,bearing_source_train_normal_0244_pro_A_vel_12_loc_B
244,bearing_source_train_normal_0245_pro_A_vel_12_loc_B
245,bearing_source_train_normal_0246_pro_A_vel_12_loc_B
246,bearing_source_train_normal_0247_pro_A_vel_12_loc_B
247,bearing_source_train_normal_0248_pro_A_vel_4_loc_C
248,bearing_source_train_normal_0249_pro_A_vel_4_loc_C
249,bearing_source_train_normal_0250_pro_A_vel_4_loc_C
250,bearing_source_train_normal_0251_pro_A_vel_4_loc_C
251,bearing_source_train_normal_0252_pro_A_vel_4_loc_C
252,bearing_source_train_normal_0253_pro_A_vel_4_loc_C
253,bearing_source_train_normal_0254_pro_A_vel_4_loc_C
254,bearing_source_train_normal_0255_pro_A_vel_4_loc_C
255,bearing_source_train_normal_0256_pro_A_vel_4_loc_C
256,bearing_source_train_normal_0257_pro_A_vel_4_loc_C
257,bearing_source_train_normal_0258_pro_A_vel_4_loc_C
258,bearing_source_train_normal_0259_pro_A_vel_4_loc_C
259,bearing_source_train_normal_0260_pro_A_vel_4_loc_C
260,bearing_source_train_normal_0261_pro_A_vel_4_loc_C
261,bearing_source_train_normal_0262_pro_A_vel_4_loc_C
262,bearing_source_train_normal_0263_pro_A_vel_4_loc_C
263,bearing_source_train_normal_0264_pro_A_vel_4_loc_C
264,bearing_source_train_normal_0265_pro_A_vel_4_loc_C
265,bearing_source_train_normal_0266_pro_A_vel_4_loc_C
266,bearing_source_train_normal_0267_pro_A_vel_4_loc_C
267,bearing_source_train_normal_0268_pro_A_vel_4_loc_C
268,bearing_source_train_normal_0269_pro_A_vel_4_loc_C
269,bearing_source_train_normal_0270_pro_A_vel_4_loc_C
270,bearing_source_train_normal_0271_pro_A_vel_4_loc_C
271,bearing_source_train_normal_0272_pro_A_vel_4_loc_C
272,bearing_source_train_normal_0273_pro_A_vel_4_loc_C
273,bearing_source_train_normal_0274_pro_A_vel_4_loc_C
274,bearing_source_train_normal_0275_pro_A_vel_4_loc_C
275,bearing_source_train_normal_0276_pro_A_vel_4_loc_C
276,bearing_source_train_normal_0277_pro_A_vel_4_loc_C
277,bearing_source_train_normal_0278_pro_A_vel_4_loc_C
278,bearing_source_train_normal_0279_pro_A_vel_4_loc_C
279,bearing_source_train_normal_0280_pro_A_vel_4_loc_C
280,bearing_source_train_normal_0281_pro_A_vel_4_loc_C
281,bearing_source_train_normal_0282_pro_A_vel_4_loc_C
282,bearing_source_train_normal_0283_pro_A_vel_4_loc_C
283,bearing_source_train_normal_0284_pro_A_vel_4_loc_C
284,bearing_source_train_normal_0285_pro_A_vel_4_loc_C
285,bearing_source_train_normal_0286_pro_A_vel_4_loc_C
286,bearing_source_train_normal_0287_pro_A_vel_4_loc_C
287,bearing_source_train_normal_0288_pro_A_vel_4_loc_C
288,bearing_source_train_normal_0289_pro_A_vel_4_loc_C
289,bearing_source_train_normal_0290_pro_A_vel_4_loc_C
290,bearing_source_train_normal_0291_pro_A_vel_4_loc_C
291,bearing_source_train_normal_0292_pro_A_vel_4_loc_C
292,bearing_source_train_normal_0293_pro_A_vel_4_loc_C
293,bearing_source_train_normal_0294_pro_A_vel_4_loc_C
294,bearing_source_train_normal_0295_pro_A_vel_4_loc_C
295,bearing_source_train_normal_0296_pro_A_vel_4_loc_C
296,bearing_source_train_normal_0297_pro_A_vel_4_loc_C
297,bearing_source_train_normal_0298_pro_A_vel_4_loc_C
298,bearing_source_train_normal_0299_pro_A_vel_4_loc_C
299,bearing_source_train_normal_0300_pro_A_vel_4_loc_C
300,bearing_source_train_normal_0301_pro_A_vel_4_loc_C
301,bearing_source_train_normal_0302_pro_A_vel_4_loc_C
302,bearing_source_train_normal_0303_pro_A_vel_4_loc_C
303,bearing_source_train_normal_0304_pro_A_vel_4_loc_C
304,bearing_source_train_normal_0305_pro_A_vel_4_loc_C
305,bearing_source_train_normal_0306_pro_A_vel_4_loc_C
306,bearing_source_train_normal_0307_pro_A_vel_4_loc_C
307,bearing_source_train_normal_0308_pro_A_vel_4_loc_C
308,bearing_source_train_normal_0309_pro_A_vel_4_loc_C
309,bearing_source_train_normal_0310_pro_A_vel_12_loc_C
310,bearing_source_train_normal_0311_pro_A_vel_12_loc_C
311,bearing_source_train_normal_0312_pro_A_vel_12_loc_C
312,bearing_source_train_normal_0313_pro_A_vel_12_loc_C
313,bearing_source_train_normal_0314_pro_A_vel_12_loc_C
314,bearing_source_train_normal_0315_pro_A_vel_12_loc_C
315,bearing_source_train_normal_0316_pro_A_vel_12_loc_C
316,bearing_source_train_normal_0317_pro_A_vel_12_loc_C
317,bearing_source_train_normal_0318_pro_A_vel_12_loc_C
318,bearing_source_train_normal_0319_pro_A_vel_12_loc_C
319,bearing_source_train_normal_0320_pro_A_vel_12_loc_C
320,bearing_source_train_normal_0321_pro_A_vel_12_loc_C
321,bearing_source_train_normal_0322_pro_A_vel_12_loc_C
322,bearing_source_train_normal_0323_pro_A_vel_12_loc_C
323,bearing_source_train_normal_0324_pro_A_vel_12_loc_C
324,bearing_source_train_normal_0325_pro_A_vel_12_loc_C
325,bearing_source_train_normal_0326_pro_A_vel_12_loc_C
326,bearing_source_train_normal_0327_pro_A_vel_12_loc_C
327,bearing_source_train_normal_0328_pro_A_vel_12_loc_C
328,bearing_source_train_normal_0329_pro_A_vel_12_loc_C
329,bearing_source_train_normal_0330_pro_A_vel_12_loc_C
330,bearing_source_train_normal_0331_pro_A_vel_12_loc_C
331,bearing_source_train_normal_0332_pro_A_vel_12_loc_C
332,bearing_source_train_normal_0333_pro_A_vel_12_loc_C
333,bearing_source_train_normal_0334_pro_A_vel_12_loc_C
334,bearing_source_train_normal_0335_pro_A_vel_12_loc_C
335,bearing_source_train_normal_0336_pro_A_vel_12_loc_C
336,bearing_source_train_normal_0337_pro_A_vel_12_loc_C
337,bearing_source_train_normal_0338_pro_A_vel_12_loc_C
338,bearing_source_train_normal_0339_pro_A_vel_12_loc_C
339,bearing_source_train_normal_0340_pro_A_vel_12_loc_C
340,bearing_source_train_normal_0341_pro_A_vel_12_loc_C
341,bearing_source_train_normal_0342_pro_A_vel_12_loc_C
342,bearing_source_train_normal_0343_pro_A_vel_12_loc_C
343,bearing_source_train_normal_0344_pro_A_vel_12_loc_C
344,bearing_source_train_normal_0345_pro_A_vel_12_loc_C
345,bearing_source_train_normal_0346_pro_A_vel_12_loc_C
346,bearing_source_train_normal_0347_pro_A_vel_12_loc_C
347,bearing_source_train_normal_0348_pro_A_vel_12_loc_C
348,bearing_source_train_normal_0349_pro_A_vel_12_loc_C
349,bearing_source_train_normal_0350_pro_A_vel_12_loc_C
350,bearing_source_train_normal_0351_pro_A_vel_12_loc_C
351,bearing_source_train_normal_0352_pro_A_vel_12_loc_C
352,bearing_source_train_normal_0353_pro_A_vel_12_loc_C
353,bearing_source_train_normal_0354_pro_A_vel_12_loc_C
354,bearing_source_train_normal_0355_pro_A_vel_12_loc_C
355,bearing_source_train_normal_0356_pro_A_vel_12_loc_C
356,bearing_source_train_normal_0357_pro_A_vel_12_loc_C
357,bearing_source_train_normal_0358_pro_A_vel_12_loc_C
358,bearing_source_train_normal_0359_pro_A_vel_12_loc_C
359,bearing_source_train_normal_0360_pro_A_vel_12_loc_C
360,bearing_source_train_normal_0361_pro_A_vel_12_loc_C
361,bearing_source_train_normal_0362_pro_A_vel_12_loc_C
362,bearing_source_train_normal_0363_pro_A_vel_12_loc_C
363,bearing_source_train_normal_0364_pro_A_vel_12_loc_C
364,bearing_source_train_normal_0365_pro_A_vel_12_loc_C
365,bearing_source_train_normal_0366_pro_A_vel_12_loc_C
366,bearing_source_train_normal_0367_pro_A_vel_12_loc_C
367,bearing_source_train_normal_0368_pro_A_vel_12_loc_C
368,bearing_source_train_normal_0369_pro_A_vel_12_loc_C
369,bearing_source_train_normal_0370_pro_A_vel_12_loc_C
370,bearing_source_train_normal_0371_pro_A_vel_12_loc_C
371,bearing_source_train_normal_0372_pro_A_vel_4_loc_D
372,bearing_source_train_normal_0373_pro_A_vel_4_loc_D
373,bearing_source_train_normal_0374_pro_A_vel_4_loc_D
374,bearing_source_train_normal_0375_pro_A_vel_4_loc_D
375,bearing_source_train_normal_0376_pro_A_vel_4_loc_D
376,bearing_source_train_normal_0377_pro_A_vel_4_loc_D
377,bearing_source_train_normal_0378_pro_A_vel_4_loc_D
378,bearing_source_train_normal_0379_pro_A_vel_4_loc_D
379,bearing_source_train_normal_0380_pro_A_vel_4_loc_D
380,bearing_source_train_normal_0381_pro_A_vel_4_loc_D
381,bearing_source_train_normal_0382_pro_A_vel_4_loc_D
382,bearing_source_train_normal_0383_pro_A_vel_4_loc_D
383,bearing_source_train_normal_0384_pro_A_vel_4_loc_D
384,bearing_source_train_normal_0385_pro_A_vel_4_loc_D
385,bearing_source_train_normal_0386_pro_A_vel_4_loc_D
386,bearing_source_train_normal_0387_pro_A_vel_4_loc_D
387,bearing_source_train_normal_0388_pro_A_vel_4_loc_D
388,bearing_source_train_normal_0389_pro_A_vel_4_loc_D
389,bearing_source_train_normal_0390_pro_A_vel_4_loc_D
390,bearing_source_train_normal_0391_pro_A_vel_4_loc_D
391,bearing_source_train_normal_0392_pro_A_vel_4_loc_D
392,bearing_source_train_normal_0393_pro_A_vel_4_loc_D
393,bearing_source_train_normal_0394_pro_A_vel_4_loc_D
394,bearing_source_train_normal_0395_pro_A_vel_4_loc_D
395,bearing_source_train_normal_0396_pro_A_vel_4_loc_D
396,bearing_source_train_normal_0397_pro_A_vel_4_loc_D
397,bearing_source_train_normal_0398_pro_A_vel_4_loc_D
398,bearing_source_train_normal_0399_pro_A_vel_4_loc_D
399,bearing_source_train_normal_0400_pro_A_vel_4_loc_D
400,bearing_source_train_normal_0401_pro_A_vel_4_loc_D
401,bearing_source_train_normal_0402_pro_A_vel_4_loc_D
402,bearing_source_train_normal_0403_pro_A_vel_4_loc_D
403,bearing_source_train_normal_0404_pro_A_vel_4_loc_D
404,bearing_source_train_normal_0405_pro_A_vel_4_loc_D
405,bearing_source_train_normal_0406_pro_A_vel_4_loc_D
406,bearing_source_train_normal_0407_pro_A_vel_4_loc_D
407,bearing_source_train_normal_0408_pro_A_vel_4_loc_D
408,bearing_source_train_normal_0409_pro_A_vel_4_loc_D
409,bearing_source_train_normal_0410_pro_A_vel_4_loc_D
410,bearing_source_train_normal_0411_pro_A_vel_4_loc_D
411,bearing_source_train_normal_0412_pro_A_vel_4_loc_D
412,bearing_source_train_normal_0413_pro_A_vel_4_loc_D
413,bearing_source_train_normal_0414_pro_A_vel_4_loc_D
414,bearing_source_train_normal_0415_pro_A_vel_4_loc_D
415,bearing_source_train_normal_0416_pro_A_vel_4_loc_D
416,bearing_source_train_normal_0417_pro_A_vel_4_loc_D
417,bearing_source_train_normal_0418_pro_A_vel_4_loc_D
418,bearing_source_train_normal_0419_pro_A_vel_4_loc_D
419,bearing_source_train_normal_0420_pro_A_vel_4_loc_D
420,bearing_source_train_normal_0421_pro_A_vel_4_loc_D
421,bearing_source_train_normal_0422_pro_A_vel_4_loc_D
422,bearing_source_train_normal_0423_pro_A_vel_4_loc_D
423,bearing_source_train_normal_0424_pro_A_vel_4_loc_D
424,bearing_source_train_normal_0425_pro_A_vel_4_loc_D
425,bearing_source_train_normal_0426_pro_A_vel_4_loc_D
426,bearing_source_train_normal_0427_pro_A_vel_4_loc_D
427,bearing_source_train_normal_0428_pro_A_vel_4_loc_D
428,bearing_source_train_normal_0429_pro_A_vel_4_loc_D
429,bearing_source_train_normal_0430_pro_A_vel_4_loc_D
430,bearing_source_train_normal_0431_pro_A_vel_4_loc_D
431,bearing_source_train_normal_0432_pro_A_vel_4_loc_D
432,bearing_source_train_normal_0433_pro_A_vel_4_loc_D
433,bearing_source_train_normal_0434_pro_A_vel_12_loc_D
434,bearing_source_train_normal_0435_pro_A_vel_12_loc_D
435,bearing_source_train_normal_0436_pro_A_vel_12_loc_D
436,bearing_source_train_normal_0437_pro_A_vel_12_loc_D
437,bearing_source_train_normal_0438_pro_A_vel_12_loc_D
438,bearing_source_train_normal_0439_pro_A_vel_12_loc_D
439,bearing_source_train_normal_0440_pro_A_vel_12_loc_D
440,bearing_source_train_normal_0441_pro_A_vel_12_loc_D
441,bearing_source_train_normal_0442_pro_A_vel_12_loc_D
442,bearing_source_train_normal_0443_pro_A_vel_12_loc_D
443,bearing_source_train_normal_0444_pro_A_vel_12_loc_D
444,bearing_source_train_normal_0445_pro_A_vel_12_loc_D
445,bearing_source_train_normal_0446_pro_A_vel_12_loc_D
446,bearing_source_train_normal_0447_pro_A_vel_12_loc_D
447,bearing_source_train_normal_0448_pro_A_vel_12_loc_D
448,bearing_source_train_normal_0449_pro_A_vel_12_loc_D
449,bearing_source_train_normal_0450_pro_A_vel_12_loc_D
450,bearing_source_train_normal_0451_pro_A_vel_12_loc_D
