Index,Name,Attribute,Condition,Length
55,bearing/section_00_source_train_normal_0056_pro_A_vel_4_loc_A.wav,0,0,160000
56,bearing/section_00_source_train_normal_0057_pro_A_vel_4_loc_A.wav,0,0,160000
57,bearing/section_00_source_train_normal_0058_pro_A_vel_4_loc_A.wav,0,0,160000
58,bearing/section_00_source_train_normal_0059_pro_A_vel_4_loc_A.wav,0,0,160000
59,bearing/section_00_source_train_normal_0060_pro_A_vel_4_loc_A.wav,0,0,160000
60,bearing/section_00_source_train_normal_0061_pro_A_vel_4_loc_A.wav,0,0,160000
61,bearing/section_00_source_train_normal_0062_pro_A_vel_12_loc_A.wav,1,0,160000
62,bearing/section_00_source_train_normal_0063_pro_A_vel_12_loc_A.wav,1,0,160000
63,bearing/section_00_source_train_normal_0064_pro_A_vel_12_loc_A.wav,1,0,160000
64,bearing/section_00_source_train_normal_0065_pro_A_vel_12_loc_A.wav,1,0,160000
65,bearing/section_00_source_train_normal_0066_pro_A_vel_12_loc_A.wav,1,0,160000
66,bearing/section_00_source_train_normal_0067_pro_A_vel_12_loc_A.wav,1,0,160000
67,bearing/section_00_source_train_normal_0068_pro_A_vel_12_loc_A.wav,1,0,160000
68,bearing/section_00_source_train_normal_0069_pro_A_vel_12_loc_A.wav,1,0,160000
69,bearing/section_00_source_train_normal_0070_pro_A_vel_12_loc_A.wav,1,0,160000
70,bearing/section_00_source_train_normal_0071_pro_A_vel_12_loc_A.wav,1,0,160000
71,bearing/section_00_source_train_normal_0072_pro_A_vel_12_loc_A.wav,1,0,160000
72,bearing/section_00_source_train_normal_0073_pro_A_vel_12_loc_A.wav,1,0,160000
73,bearing/section_00_source_train_normal_0074_pro_A_vel_12_loc_A.wav,1,0,160000
74,bearing/section_00_source_train_normal_0075_pro_A_vel_12_loc_A.wav,1,0,160000
75,bearing/section_00_source_train_normal_0076_pro_A_vel_12_loc_A.wav,1,0,160000
76,bearing/section_00_source_train_normal_0077_pro_A_vel_12_loc_A.wav,1,0,160000
77,bearing/section_00_source_train_normal_0078_pro_A_vel_12_loc_A.wav,1,0,160000
78,bearing/section_00_source_train_normal_0079_pro_A_vel_12_loc_A.wav,1,0,160000
79,bearing/section_00_source_train_normal_0080_pro_A_vel_12_loc_A.wav,1,0,160000
80,bearing/section_00_source_train_normal_0081_pro_A_vel_12_loc_A.wav,1,0,160000
81,bearing/section_00_source_train_normal_0082_pro_A_vel_12_loc_A.wav,1,0,160000
82,bearing/section_00_source_train_normal_0083_pro_A_vel_12_loc_A.wav,1,0,160000
83,bearing/section_00_source_train_normal_0084_pro_A_vel_12_loc_A.wav,1,0,160000
84,bearing/section_00_source_train_normal_0085_pro_A_vel_12_loc_A.wav,1,0,160000
85,bearing/section_00_source_train_normal_0086_pro_A_vel_12_loc_A.wav,1,0,160000
86,bearing/section_00_source_train_normal_0087_pro_A_vel_12_loc_A.wav,1,0,160000
87,bearing/section_00_source_train_normal_0088_pro_A_vel_12_loc_A.wav,1,0,160000
88,bearing/section_00_source_train_normal_0089_pro_A_vel_12_loc_A.wav,1,0,160000
89,bearing/section_00_source_train_normal_0090_pro_A_vel_12_loc_A.wav,1,0,160000
90,bearing/section_00_source_train_normal_0091_pro_A_vel_12_loc_A.wav,1,0,160000
91,bearing/section_00_source_train_normal_0092_pro_A_vel_12_loc_A.wav,1,0,160000
92,bearing/section_00_source_train_normal_0093_pro_A_vel_12_loc_A.wav,1,0,160000
93,bearing/section_00_source_train_normal_0094_pro_A_vel_12_loc_A.wav,1,0,160000
94,bearing/section_00_source_train_normal_0095_pro_A_vel_12_loc_A.wav,1,0,160000
95,bearing/section_00_source_train_normal_0096_pro_A_vel_12_loc_A.wav,1,0,160000
96,bearing/section_00_source_train_normal_0097_pro_A_vel_12_loc_A.wav,1,0,160000
97,bearing/section_00_source_train_normal_0098_pro_A_vel_12_loc_A.wav,1,0,160000
98,bearing/section_00_source_train_normal_0099_pro_A_vel_12_loc_A.wav,1,0,160000
99,bearing/section_00_source_train_normal_0100_pro_A_vel_12_loc_A.wav,1,0,160000
100,bearing/section_00_source_train_normal_0101_pro_A_vel_12_loc_A.wav,1,0,160000
101,bearing/section_00_source_train_normal_0102_pro_A_vel_12_loc_A.wav,1,0,160000
102,bearing/section_00_source_train_normal_0103_pro_A_vel_12_loc_A.wav,1,0,160000
103,bearing/section_00_source_train_normal_0104_pro_A_vel_12_loc_A.wav,1,0,160000
104,bearing/section_00_source_train_normal_0105_pro_A_vel_12_loc_A.wav,1,0,160000
105,bearing/section_00_source_train_normal_0106_pro_A_vel_12_loc_A.wav,1,0,160000
106,bearing/section_00_source_train_normal_0107_pro_A_vel_12_loc_A.wav,1,0,160000
107,bearing/section_00_source_train_normal_0108_pro_A_vel_12_loc_A.wav,1,0,160000
108,bearing/section_00_source_train_normal_0109_pro_A_vel_12_loc_A.wav,1,0,160000
109,bearing/section_00_source_train_normal_0110_pro_A_vel_12_loc_A.wav,1,0,160000
110,bearing/section_00_source_train_normal_0111_pro_A_vel_12_loc_A.wav,1,0,160000
111,bearing/section_00_source_train_normal_0112_pro_A_vel_12_loc_A.wav,1,0,160000
112,bearing/section_00_source_train_normal_0113_pro_A_vel_12_loc_A.wav,1,0,160000
113,bearing/section_00_source_train_normal_0114_pro_A_vel_12_loc_A.wav,1,0,160000
114,bearing/section_00_source_train_normal_0115_pro_A_vel_12_loc_A.wav,1,0,160000
115,bearing/section_00_source_train_normal_0116_pro_A_vel_12_loc_A.wav,1,0,160000
116,bearing/section_00_source_train_normal_0117_pro_A_vel_12_loc_A.wav,1,0,160000
117,bearing/section_00_source_train_normal_0118_pro_A_vel_12_loc_A.wav,1,0,160000
118,bearing/section_00_source_train_normal_0119_pro_A_vel_12_loc_A.wav,1,0,160000
119,bearing/section_00_source_train_normal_0120_pro_A_vel_12_loc_A.wav,1,0,160000
120,bearing/section_00_source_train_normal_0121_pro_A_vel_12_loc_A.wav,1,0,160000
121,bearing/section_00_source_train_normal_0122_pro_A_vel_12_loc_A.wav,1,0,160000
122,bearing/section_00_source_train_normal_0123_pro_A_vel_12_loc_A.wav,1,0,160000
123,bearing/section_00_source_train_normal_0124_pro_A_vel_4_loc_B.wav,2,0,160000
124,bearing/section_00_source_train_normal_0125_pro_A_vel_4_loc_B.wav,2,0,160000
125,bearing/section_00_source_train_normal_0126_pro_A_vel_4_loc_B.wav,2,0,160000
126,bearing/section_00_source_train_normal_0127_pro_A_vel_4_loc_B.wav,2,0,160000
127,bearing/section_00_source_train_normal_0128_pro_A_vel_4_loc_B.wav,2,0,160000
128,bearing/section_00_source_train_normal_0129_pro_A_vel_4_loc_B.wav,2,0,160000
129,bearing/section_00_source_train_normal_0130_pro_A_vel_4_loc_B.wav,2,0,160000
130,bearing/section_00_source_train_normal_0131_pro_A_vel_4_loc_B.wav,2,0,160000
131,bearing/section_00_source_train_normal_0132_pro_A_vel_4_loc_B.wav,2,0,160000
132,bearing/section_00_source_train_normal_0133_pro_A_vel_4_loc_B.wav,2,0,160000
133,bearing/section_00_source_train_normal_0134_pro_A_vel_4_loc_B.wav,2,0,160000
134,bearing/section_00_source_train_normal_0135_pro_A_vel_4_loc_B.wav,2,0,160000
135,bearing/section_00_source_train_normal_0136_pro_A_vel_4_loc_B.wav,2,0,160000
136,bearing/section_00_source_train_normal_0137_pro_A_vel_4_loc_B.wav,2,0,160000
137,bearing/section_00_source_train_normal_0138_pro_A_vel_4_loc_B.wav,2,0,160000
138,bearing/section_00_source_train_normal_0139_pro_A_vel_4_loc_B.wav,2,0,160000
139,bearing/section_00_source_train_normal_0140_pro_A_vel_4_loc_B.wav,2,0,160000
140,bearing/section_00_source_train_normal_0141_pro_A_vel_4_loc_B.wav,2,0,160000
141,bearing/section_00_source_train_normal_0142_pro_A_vel_4_loc_B.wav,2,0,160000
142,bearing/section_00_source_train_normal_0143_pro_A_vel_4_loc_B.wav,2,0,160000
143,bearing/section_00_source_train_normal_0144_pro_A_vel_4_loc_B.wav,2,0,160000
144,bearing/section_00_source_train_normal_0145_pro_A_vel_4_loc_B.wav,2,0,160000
145,bearing/section_00_source_train_normal_0146_pro_A_vel_4_loc_B.wav,2,0,160000
146,bearing/section_00_source_train_normal_0147_pro_A_vel_4_loc_B.wav,2,0,160000
147,bearing/section_00_source_train_normal_0148_pro_A_vel_4_loc_B.wav,2,0,160000
148,bearing/section_00_source_train_normal_0149_pro_A_vel_4_loc_B.wav,2,0,160000
149,bearing/section_00_source_train_normal_0150_pro_A_vel_4_loc_B.wav,2,0,160000
150,bearing/section_00_source_train_normal_0151_pro_A_vel_4_loc_B.wav,2,0,160000
151,bearing/section_00_source_train_normal_0152_pro_A_vel_4_loc_B.wav,2,0,160000
152,bearing/section_00_source_train_normal_0153_pro_A_vel_4_loc_B.wav,2,0,160000
153,bearing/section_00_source_train_normal_0154_pro_A_vel_4_loc_B.wav,2,0,160000
154,bearing/section_00_source_train_normal_0155_pro_A_vel_4_loc_B.wav,2,0,160000
155,bearing/section_00_source_train_normal_0156_pro_A_vel_4_loc_B.wav,2,0,160000
156,bearing/section_00_source_train_normal_0157_pro_A_vel_4_loc_B.wav,2,0,160000
157,bearing/section_00_source_train_normal_0158_pro_A_vel_4_loc_B.wav,2,0,160000
158,bearing/section_00_source_train_normal_0159_pro_A_vel_4_loc_B.wav,2,0,160000
159,bearing/section_00_source_train_normal_0160_pro_A_vel_4_loc_B.wav,2,0,160000
160,bearing/section_00_source_train_normal_0161_pro_A_vel_4_loc_B.wav,2,0,160000
161,bearing/section_00_source_train_normal_0162_pro_A_vel_4_loc_B.wav,2,0,160000
162,bearing/section_00_source_train_normal_0163_pro_A_vel_4_loc_B.wav,2,0,160000
163,bearing/section_00_source_train_normal_0164_pro_A_vel_4_loc_B.wav,2,0,160000
164,bearing/section_00_source_train_normal_0165_pro_A_vel_4_loc_B.wav,2,0,160000
165,bearing/section_00_source_train_normal_0166_pro_A_vel_4_loc_B.wav,2,0,160000
166,bearing/section_00_source_train_normal_0167_pro_A_vel_4_loc_B.wav,2,0,160000
167,bearing/section_00_source_train_normal_0168_pro_A_vel_4_loc_B.wav,2,0,160000
168,bearing/section_00_source_train_normal_0169_pro_A_vel_4_loc_B.wav,2,0,160000
169,bearing/section_00_source_train_normal_0170_pro_A_vel_4_loc_B.wav,2,0,160000
170,bearing/section_00_source_train_normal_0171_pro_A_vel_4_loc_B.wav,2,0,160000
171,bearing/section_00_source_train_normal_0172_pro_A_vel_4_loc_B.wav,2,0,160000
172,bearing/section_00_source_train_normal_0173_pro_A_vel_4_loc_B.wav,2,0,160000
173,bearing/section_00_source_train_normal_0174_pro_A_vel_4_loc_B.wav,2,0,160000
174,bearing/section_00_source_train_normal_0175_pro_A_vel_4_loc_B.wav,2,0,160000
175,bearing/section_00_source_train_normal_0176_pro_A_vel_4_loc_B.wav,2,0,160000
176,bearing/section_00_source_train_normal_0177_pro_A_vel_4_loc_B.wav,2,0,160000
177,bearing/section_00_source_train_normal_0178_pro_A_vel_4_loc_B.wav,2,0,160000
178,bearing/section_00_source_train_normal_0179_pro_A_vel_4_loc_B.wav,2,0,160000
179,bearing/section_00_source_train_normal_0180_pro_A_vel_4_loc_B.wav,2,0,160000
180,bearing/section_00_source_train_normal_0181_pro_A_vel_4_loc_B.wav,2,0,160000
181,bearing/section_00_source_train_normal_0182_pro_A_vel_4_loc_B.wav,2,0,160000
182,bearing/section_00_source_train_normal_0183_pro_A_vel_4_loc_B.wav,2,0,160000
183,bearing/section_00_source_train_normal_0184_pro_A_vel_4_loc_B.wav,2,0,160000
184,bearing/section_00_source_train_normal_0185_pro_A_vel_4_loc_B.wav,2,0,160000
185,bearing/section_00_source_train_normal_0186_pro_A_vel_12_loc_B.wav,3,0,160000
186,bearing/section_00_source_train_normal_0187_pro_A_vel_12_loc_B.wav,3,0,160000
187,bearing/section_00_source_train_normal_0188_pro_A_vel_12_loc_B.wav,3,0,160000
188,bearing/section_00_source_train_normal_0189_pro_A_vel_12_loc_B.wav,3,0,160000
189,bearing/section_00_source_train_normal_0190_pro_A_vel_12_loc_B.wav,3,0,160000
190,bearing/section_00_source_train_normal_0191_pro_A_vel_12_loc_B.wav,3,0,160000
191,bearing/section_00_source_train_normal_0192_pro_A_vel_12_loc_B.wav,3,0,160000
192,bearing/section_00_source_train_normal_0193_pro_A_vel_12_loc_B.wav,3,0,160000
193,bearing/section_00_source_train_normal_0194_pro_A_vel_12_loc_B.wav,3,0,160000
194,bearing/section_00_source_train_normal_0195_pro_A_vel_12_loc_B.wav,3,0,160000
195,bearing/section_00_source_train_normal_0196_pro_A_vel_12_loc_B.wav,3,0,160000
196,bearing/section_00_source_train_normal_0197_pro_A_vel_12_loc_B.wav,3,0,160000
197,bearing/section_00_source_train_normal_0198_pro_A_vel_12_loc_B.wav,3,0,160000
198,bearing/section_00_source_train_normal_0199_pro_A_vel_12_loc_B.wav,3,0,160000
199,bearing/section_00_source_train_normal_0200_pro_A_vel_12_loc_B.wav,3,0,160000
200,bearing/section_00_source_train_normal_0201_pro_A_vel_12_loc_B.wav,3,0,160000
201,bearing/section_00_source_train_normal_0202_pro_A_vel_12_loc_B.wav,3,0,160000
202,bearing/section_00_source_train_normal_0203_pro_A_vel_12_loc_B.wav,3,0,160000
203,bearing/section_00_source_train_normal_0204_pro_A_vel_12_loc_B.wav,3,0,160000
204,bearing/section_00_source_train_normal_0205_pro_A_vel_12_loc_B.wav,3,0,160000
205,bearing/section_00_source_train_normal_0206_pro_A_vel_12_loc_B.wav,3,0,160000
206,bearing/section_00_source_train_normal_0207_pro_A_vel_12_loc_B.wav,3,0,160000
207,bearing/section_00_source_train_normal_0208_pro_A_vel_12_loc_B.wav,3,0,160000
208,bearing/section_00_source_train_normal_0209_pro_A_vel_12_loc_B.wav,3,0,160000
209,bearing/section_00_source_train_normal_0210_pro_A_vel_12_loc_B.wav,3,0,160000
210,bearing/section_00_source_train_normal_0211_pro_A_vel_12_loc_B.wav,3,0,160000
211,bearing/section_00_source_train_normal_0212_pro_A_vel_12_loc_B.wav,3,0,160000
212,bearing/section_00_source_train_normal_0213_pro_A_vel_12_loc_B.wav,3,0,160000
213,bearing/section_00_source_train_normal_0214_pro_A_vel_12_loc_B.wav,3,0,160000
214,bearing/section_00_source_train_normal_0215_pro_A_vel_12_loc_B.wav,3,0,160000
215,bearing/section_00_source_train_normal_0216_pro_A_vel_12_loc_B.wav,3,0,160000
216,bearing/section_00_source_train_normal_0217_pro_A_vel_12_loc_B.wav,3,0,160000
217,bearing/section_00_source_train_normal_0218_pro_A_vel_12_loc_B.wav,3,0,160000
218,bearing/section_00_source_train_normal_0219_pro_A_vel_12_loc_B.wav,3,0,160000
219,bearing/section_00_source_train_normal_0220_pro_A_vel_12_loc_B.wav,3,0,160000
220,bearing/section_00_source_train_normal_0221_pro_A_vel_12_loc_B.wav,3,0,160000
221,bearing/section_00_source_train_normal_0222_pro_A_vel_12_loc_B.wav,3,0,160000
222,bearing/section_00_source_train_normal_0223_pro_A_vel_12_loc_B.wav,3,0,160000
223,bearing/section_00_source_train_normal_0224_pro_A_vel_12_loc_B.wav,3,0,160000
224,bearing/section_00_source_train_normal_0225_pro_A_vel_12_loc_B.wav,3,0,160000
225,bearing/section_00_source_train_normal_0226_pro_A_vel_12_loc_B.wav,3,0,160000
226,bearing/section_00_source_train_normal_0227_pro_A_vel_12_loc_B.wav,3,0,160000
227,bearing/section_00_source_train_normal_0228_pro_A_vel_12_loc_B.wav,3,0,160000
228,bearing/section_00_source_train_normal_0229_pro_A_vel_12_loc_B.wav,3,0,160000
229,bearing/section_00_source_train_normal_0230_pro_A_vel_12_loc_B.wav,3,0,160000
230,bearing/section_00_source_train_normal_0231_pro_A_vel_12_loc_B.wav,3,0,160000
231,bearing/section_00_source_train_normal_0232_pro_A_vel_12_loc_B.wav,3,0,160000
232,bearing/section_00_source_train_normal_0233_pro_A_vel_12_loc_B.wav,3,0,160000
233,bearing/section_00_source_train_normal_0234_pro_A_vel_12_loc_B.wav,3,0,160000
234,bearing/section_00_source_train_normal_0235_pro_A_vel_12_loc_B.wav,3,0,160000
235,bearing/section_00_source_train_normal_0236_pro_A_vel_12_loc_B.wav,3,0,160000
236,bearing/section_00_source_train_normal_0237_pro_A_vel_12_loc_B.wav,3,0,160000
237,bearing/section_00_source_train_normal_0238_pro_A_vel_12_loc_B.wav,3,0,160000
238,bearing/section_00_source_train_normal_0239_pro_A_vel_12_loc_B.wav,3,0,160000
239,bearing/section_00_source_train_normal_0240_pro_A_vel_12_loc_B.wav,3,0,160000
240,bearing/section_00_source_train_normal_0241_pro_A_vel_12_loc_B.wav,3,0,160000
241,bearing/section_00_source_train_normal_0242_pro_A_vel_12_loc_B.wav,3,0,160000
242,bearing/section_00_source_train_normal_0243_pro_A_vel_12_loc_B.wav,3,0,160000
243,bearing/section_00_source_train_normal_0244_pro_A_vel_12_loc_B.wav,3,0,160000
244,bearing/section_00_source_train_normal_0245_pro_A_vel_12_loc_B.wav,3,0,160000
245,bearing/section_00_source_train_normal_0246_pro_A_vel_12_loc_B.wav,3,0,160000
246,bearing/section_00_source_train_normal_0247_pro_A_vel_12_loc_B.wav,3,0,160000
247,bearing/section_00_source_train_normal_0248_pro_A_vel_4_loc_C.wav,4,0,160000
248,bearing/section_00_source_train_normal_0249_pro_A_vel_4_loc_C.wav,4,0,160000
249,bearing/section_00_source_train_normal_0250_pro_A_vel_4_loc_C.wav,4,0,160000
250,bearing/section_00_source_train_normal_0251_pro_A_vel_4_loc_C.wav,4,0,160000
251,bearing/section_00_source_train_normal_0252_pro_A_vel_4_loc_C.wav,4,0,160000
252,bearing/section_00_source_train_normal_0253_pro_A_vel_4_loc_C.wav,4,0,160000
253,bearing/section_00_source_train_normal_0254_pro_A_vel_4_loc_C.wav,4,0,160000
254,bearing/section_00_source_train_normal_0255_pro_A_vel_4_loc_C.wav,4,0,160000
255,bearing/section_00_source_train_normal_0256_pro_A_vel_4_loc_C.wav,4,0,160000
256,bearing/section_00_source_train_normal_0257_pro_A_vel_4_loc_C.wav,4,0,160000
257,bearing/section_00_source_train_normal_0258_pro_A_vel_4_loc_C.wav,4,0,160000
258,bearing/section_00_source_train_normal_0259_pro_A_vel_4_loc_C.wav,4,0,160000
259,bearing/section_00_source_train_normal_0260_pro_A_vel_4_loc_C.wav,4,0,160000
260,bearing/section_00_source_train_normal_0261_pro_A_vel_4_loc_C.wav,4,0,160000
261,bearing/section_00_source_train_normal_0262_pro_A_vel_4_loc_C.wav,4,0,160000
262,bearing/section_00_source_train_normal_0263_pro_A_vel_4_loc_C.wav,4,0,160000
263,bearing/section_00_source_train_normal_0264_pro_A_vel_4_loc_C.wav,4,0,160000
264,bearing/section_00_source_train_normal_0265_pro_A_vel_4_loc_C.wav,4,0,160000
265,bearing/section_00_source_train_normal_0266_pro_A_vel_4_loc_C.wav,4,0,160000
266,bearing/section_00_source_train_normal_0267_pro_A_vel_4_loc_C.wav,4,0,160000
267,bearing/section_00_source_train_normal_0268_pro_A_vel_4_loc_C.wav,4,0,160000
268,bearing/section_00_source_train_normal_0269_pro_A_vel_4_loc_C.wav,4,0,160000
269,bearing/section_00_source_train_normal_0270_pro_A_vel_4_loc_C.wav,4,0,160000
270,bearing/section_00_source_train_normal_0271_pro_A_vel_4_loc_C.wav,4,0,160000
271,bearing/section_00_source_train_normal_0272_pro_A_vel_4_loc_C.wav,4,0,160000
272,bearing/section_00_source_train_normal_0273_pro_A_vel_4_loc_C.wav,4,0,160000
273,bearing/section_00_source_train_normal_0274_pro_A_vel_4_loc_C.wav,4,0,160000
274,bearing/section_00_source_train_normal_0275_pro_A_vel_4_loc_C.wav,4,0,160000
275,bearing/section_00_source_train_normal_0276_pro_A_vel_4_loc_C.wav,4,0,160000
276,bearing/section_00_source_train_normal_0277_pro_A_vel_4_loc_C.wav,4,0,160000
277,bearing/section_00_source_train_normal_0278_pro_A_vel_4_loc_C.wav,4,0,160000
278,bearing/section_00_source_train_normal_0279_pro_A_vel_4_loc_C.wav,4,0,160000
279,bearing/section_00_source_train_normal_0280_pro_A_vel_4_loc_C.wav,4,0,160000
280,bearing/section_00_source_train_normal_0281_pro_A_vel_4_loc_C.wav,4,0,160000
281,bearing/section_00_source_train_normal_0282_pro_A_vel_4_loc_C.wav,4,0,160000
282,bearing/section_00_source_train_normal_0283_pro_A_vel_4_loc_C.wav,4,0,160000
283,bearing/section_00_source_train_normal_0284_pro_A_vel_4_loc_C.wav,4,0,160000
284,bearing/section_00_source_train_normal_0285_pro_A_vel_4_loc_C.wav,4,0,160000
285,bearing/section_00_source_train_normal_0286_pro_A_vel_4_loc_C.wav,4,0,160000
286,bearing/section_00_source_train_normal_0287_pro_A_vel_4_loc_C.wav,4,0,160000
287,bearing/section_00_source_train_normal_0288_pro_A_vel_4_loc_C.wav,4,0,160000
288,bearing/section_00_source_train_normal_0289_pro_A_vel_4_loc_C.wav,4,0,160000
289,bearing/section_00_source_train_normal_0290_pro_A_vel_4_loc_C.wav,4,0,160000
290,bearing/section_00_source_train_normal_0291_pro_A_vel_4_loc_C.wav,4,0,160000
291,bearing/section_00_source_train_normal_0292_pro_A_vel_4_loc_C.wav,4,0,160000
292,bearing/section_00_source_train_normal_0293_pro_A_vel_4_loc_C.wav,4,0,160000
293,bearing/section_00_source_train_normal_0294_pro_A_vel_4_loc_C.wav,4,0,160000
294,bearing/section_00_source_train_normal_0295_pro_A_vel_4_loc_C.wav,4,0,160000
295,bearing/section_00_source_train_normal_0296_pro_A_vel_4_loc_C.wav,4,0,160000
296,bearing/section_00_source_train_normal_0297_pro_A_vel_4_loc_C.wav,4,0,160000
297,bearing/section_00_source_train_normal_0298_pro_A_vel_4_loc_C.wav,4,0,160000
298,bearing/section_00_source_train_normal_0299_pro_A_vel_4_loc_C.wav,4,0,160000
299,bearing/section_00_source_train_normal_0300_pro_A_vel_4_loc_C.wav,4,0,160000
300,bearing/section_00_source_train_normal_0301_pro_A_vel_4_loc_C.wav,4,0,160000
301,bearing/section_00_source_train_normal_0302_pro_A_vel_4_loc_C.wav,4,0,160000
302,bearing/section_00_source_train_normal_0303_pro_A_vel_4_loc_C.wav,4,0,160000
303,bearing/section_00_source_train_normal_0304_pro_A_vel_4_loc_C.wav,4,0,160000
304,bearing/section_00_source_train_normal_0305_pro_A_vel_4_loc_C.wav,4,0,160000
305,bearing/section_00_source_train_normal_0306_pro_A_vel_4_loc_C.wav,4,0,160000
306,bearing/section_00_source_train_normal_0307_pro_A_vel_4_loc_C.wav,4,0,160000
307,bearing/section_00_source_train_normal_0308_pro_A_vel_4_loc_C.wav,4,0,160000
308,bearing/section_00_source_train_normal_0309_pro_A_vel_4_loc_C.wav,4,0,160000
309,bearing/section_00_source_train_normal_0310_pro_A_vel_12_loc_C.wav,5,0,160000
